Ray Hit Time,Ray Hit Vertex,,,Ray Hit Normal
0.02484417,-0.4801,-0.7602725,-0.16718,1,0,0
0.02484417,-0.4922327,-0.74,-0.1643168,0,1,0
0.02484417,-0.5138156,-0.74,-0.1592235,0,1,0
0.07879734,-0.4801,-0.7605386,-0.1673613,1,0,0
0.07879734,-0.4921305,-0.74,-0.1645012,0,1,0
0.07879734,-0.5136857,-0.74,-0.1593768,0,1,0
0.134099,-0.4801,-0.7617906,-0.1679809,1,0,0
0.134099,-0.4915765,-0.74,-0.1651838,0,1,0
0.134099,-0.5130749,-0.74,-0.1599439,0,1,0
0.1898088,-0.4801,-0.7631615,-0.1686633,1,0,0
0.1898088,-0.4909875,-0.74,-0.1659371,0,1,0
0.1898088,-0.5124186,-0.74,-0.1605709,0,1,0
0.2452497,-0.4801,-0.7635548,-0.1689057,1,0,0
0.2452497,-0.4908463,-0.74,-0.1661893,0,1,0
0.2452497,-0.5122406,-0.74,-0.1607814,0,1,0
0.3008232,-0.4801,-0.7634243,-0.168897,1,0,0
0.3008232,-0.4909298,-0.74,-0.1661604,0,1,0
0.3008232,-0.512311,-0.74,-0.1607577,0,1,0
0.356473,-0.4801,-0.7624328,-0.168535,1,0,0
0.356473,-0.4914064,-0.74,-0.1657181,0,1,0
0.356473,-0.5127932,-0.74,-0.1603899,0,1,0
0.4118538,-0.4801,-0.7611051,-0.1679792,1,0,0
0.4118538,-0.492011,-0.74,-0.1650763,0,1,0
0.4118538,-0.5134293,-0.74,-0.1598563,0,1,0
0.4741592,-0.4801,-0.7597537,-0.1673819,1,0,0
0.4741592,-0.4926191,-0.74,-0.1644031,0,1,0
0.4741592,-0.5140784,-0.74,-0.1592972,0,1,0
0.519598,-0.4801,-0.7576748,-0.1639878,1,0,0
0.519598,-0.4935595,-0.74,-0.1608599,0,1,0
0.519598,-0.5150466,-0.74,-0.1558017,0,1,0
0.5751686,-0.488939,-0.74,-0.1731172,0,1,0
0.5751686,-0.5102794,-0.74,-0.1675612,0,1,0
0.5751686,-0.4839003,-0.74,-0.1537623,0,1,0
0.5751686,-0.5052407,-0.74,-0.1482062,0,1,0
0.6307993,-0.4809897,-0.7694477,-0.175,0,0,-1
0.6307993,-0.4890905,-0.74,-0.1729057,0,1,0
0.6307993,-0.5104434,-0.74,-0.1673854,0,1,0
0.6307993,-0.4840845,-0.74,-0.1535423,0,1,0
0.6307993,-0.5054375,-0.74,-0.148022,0,1,0
0.6864614,-0.4968126,-0.7676222,-0.175,0,0,-1
0.6864614,-0.5058737,-0.74,-0.1728456,0,1,0
0.6864614,-0.4801,-0.7413349,-0.1590514,1,0,0
0.6864614,-0.5007693,-0.74,-0.1535079,0,1,0
0.6864614,-0.4801,-0.7528942,-0.1382235,1,0,0
0.6864614,-0.4956647,-0.74,-0.1341703,0,1,0
0.6864614,-0.5169233,-0.74,-0.1284548,0,1,0
0.6864614,-0.3692698,-0.06864351,-0.1749999,0,0,-1
0.7437258,-0.4966604,-0.7629212,-0.175,0,0,-1
0.7437258,-0.5077235,-0.74,-0.1713889,0,1,0
0.7437258,-0.4804732,-0.74,-0.1598771,0,1,0
0.7437258,-0.5011204,-0.74,-0.1525103,0,1,0
0.7437258,-0.4801,-0.7548987,-0.1385573,1,0,0
0.7437258,-0.4945175,-0.74,-0.1336317,0,1,0
0.7437258,-0.5151647,-0.74,-0.1262649,0,1,0
0.7437258,-0.4879145,-0.74,-0.1147531,0,1,0
0.7437258,-0.5085617,-0.74,-0.1073863,0,1,0
0.7437258,-0.3471051,-0.05759114,-0.1749999,0,0,-1
0.7437258,-0.4813116,-0.74,-0.09587453,0,1,0
0.7437258,-0.5019588,-0.74,-0.0885077,0,1,0
0.7437258,-0.2867825,-0.07725441,-0.1749999,0,0,-1
0.7437258,-0.2951974,-0.04800004,-0.1724265,0,1,0
0.7437258,-0.3158446,-0.04800004,-0.1650597,0,1,0
0.7437258,-0.3364918,-0.04800004,-0.1576929,0,1,0
0.7993441,-0.5083437,-0.7618107,-0.175,0,0,-1
0.7993441,-0.5195348,-0.74,-0.1695403,0,1,0
0.7993441,-0.4801,-0.7619766,-0.1665368,1,0,0
0.7993441,-0.4912277,-0.74,-0.1611081,0,1,0
0.7993441,-0.5107592,-0.74,-0.1515684,0,1,0
0.7993441,-0.4824521,-0.74,-0.1431362,0,1,0
0.7993441,-0.5019838,-0.74,-0.1335964,0,1,0
